ServiceApprovalNumber,"Provider Approval Number",ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Fax,"Conditions on Approval",NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,"Last Service Approval Transfer Date","Last Visit Date","Long Day Care","Preschool/Kindergarten - Part of a School","Preschool/Kindergarten - Stand alone","Outside school Hours Care - After School","Outside school Hours Care - Before School","Outside school Hours Care - Vacation Care",Other,"Annual Monday Start Time","Annual Monday End Time","Annual Tuesday Start Time","Annual Tuesday End Time","Annual Wednesday Start Time","Annual Wednesday End Time","Annual Thursday Start Time","Annual Thursday End Time","Annual Friday Start Time","Annual Friday End Time","Annual Saturday Start Time","Annual Saturday End Time","Annual Sunday Start Time","Annual Sunday End Time","School Terms Only Session 1 Monday Start Time","School Terms Only Session 1 Monday End Time","School Terms Only Session 1 Tuesday Start Time","School Terms Only Session 1 Tuesday End Time","School Terms Only Session1 Wednesday Start Time","School Terms Only Session1 Wednesday End Time","School Terms Only Session1 Thursday Start Time","School Terms Only Session1 Thursday End Time","School Terms Only Session 1 Friday Start Time","School Terms Only Session 1 Friday End Time","School Terms Only Session 1 Saturday Start Time","School Terms Only Session 1 Saturday End Time","School Terms Only Session1 Sunday Start Time","School Terms Only Session 1 Sunday End Time","School Terms Only Session 2 Monday Start Time","School Terms Only Session 2 Monday End Time","School Terms Only Session 2 Tuesday Start Time","School Terms Only Session 2 Tuesday End Time","School Terms Only Session 2 Wednesday Start Time","School Terms Only Session 2 Wednesday End Time","School Terms Only Session 2 Thursday Start Time","School Terms Only Session2 Thursday End Time","School Terms Only Session 2 Friday Start Time","School Terms Only Session 2 Friday End Time","School Terms Only Session 2 Saturday Start Time","School Terms Only Session 2 Saturday End Time","School Terms Only Session 2 Sunday Start Time","School Terms Only Session 2 Sunday End Time","Holiday Care Monday Start Time","Holiday Care Monday End Time","Holiday Care Tuesday Start Time","Holiday Care Tuesday End Time","Holiday Care Wednesday Start Time","Holiday Care Wednesday End Time","Holiday Care Thursday Start Time","Holiday Care Thursday End Time","Holiday Care Friday Start Time","Holiday Care Friday End Time","Holiday Care Saturday Start Time","Holiday Care Saturday End Time","Holiday Care Sunday Start Time","Holiday Care Sunday End Time","Temporarily Closed"
SE-00006331,PR-00001129,"Goodstart Early Learning Tuggerah","Goodstart Early Learning Ltd","Centre-Based Care","2 Colony Close",TUGGERAH,NSW,2259,"02 4351 0707",,,100,02/06/2007,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jun 2025","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Aug 2019",,"May 2025",Yes,No,No,No,No,No,No,06:00,18:30,06:00,18:30,06:00,18:30,06:00,18:30,06:00,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006332,PR-00001129,"Goodstart Early Learning Tumbi Umbi ","Goodstart Early Learning Ltd","Centre-Based Care","203 Hansens Road","TUMBI UMBI",NSW,2261,0243892883,,,120,11/01/2008,"Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Apr 2023","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Aug 2019",,"May 2025",Yes,No,No,Yes,Yes,Yes,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006333,PR-00001129,"Goodstart Early Learning Tweed Heads","Goodstart Early Learning Ltd","Centre-Based Care","53-55 Greenway Drive","TWEED HEADS ",NSW,2486,"07 5524 7700",,,79,02/02/2008,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jun 2023","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Dec 2018",,"July 2025",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006334,PR-00001129,"Goodstart Early Learning Wagga Wagga - Morgan Street","Goodstart Early Learning Ltd","Centre-Based Care","184 Morgan Street","WAGGA WAGGA",NSW,2650,"02 6921 1705","02 6921 1705",,44,29/10/2006,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Nov 2023","Exceeding NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Mar 2021",,"July 2025",Yes,No,No,No,No,No,No,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006335,PR-00001129,"Goodstart Early Learning Wentworthville ","Goodstart Early Learning Ltd","Centre-Based Care","90 Dunmore Street",WENTWORTHVILLE,NSW,2145,"02 9896 4032",,,48,16/06/2007,"Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","May 2023","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jan 2020",,"November 2024",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006336,PR-00001129,"Goodstart Early Learning West Kempsey","Goodstart Early Learning Ltd","Centre-Based Care","14-16 Kemp Street",KEMPSEY,NSW,2440,"02 6562 5244",,,76,20/06/2009,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Mar 2020","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Feb 2016",,"November 2025",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006337,PR-00001129,"Goodstart Early Learning West Pymble","Goodstart Early Learning Ltd","Centre-Based Care","14 Yanko Road",PYMBLE,NSW,2073,"02 9499 3131","02 9499 3264",,34,18/12/2006,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jul 2024","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","May 2020",,"August 2025",Yes,No,No,No,No,No,No,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006338,PR-00001129,"Goodstart Early Learning North Sydney - West Street","Goodstart Early Learning Ltd","Centre-Based Care","8 West Street","NORTH SYDNEY",NSW,2060,"(02) 9922 5044",,,63,04/02/2009,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jan 2020","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2015",,"May 2025",Yes,No,No,No,No,No,No,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006340,PR-00001129,"Goodstart Early Learning Kanahooka","Goodstart Early Learning Ltd","Centre-Based Care","1 Forest Grove Drive",KANAHOOKA,NSW,2530,"02 4261 7585","02 4262 2351",,59,28/06/2008,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jul 2023","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Sep 2018",,"August 2025",Yes,No,No,No,No,No,No,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006341,PR-00001129,"Goodstart Early Learning Woongarrah","Goodstart Early Learning Ltd","Centre-Based Care","75-85 Mataram Rd",WOONGARRAH,NSW,2259,"02 4392 1466",,,103,21/02/2009,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","May 2023","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jan 2020",,"October 2025",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006342,PR-00001129,"Goodstart Early Learning Woy Woy","Goodstart Early Learning Ltd","Centre-Based Care","51 Trafalgar Avenue","WOY WOY",NSW,2256,"02 4344 6100",,,51,09/06/2007,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","May 2023","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Dec 2018",,"July 2025",Yes,No,No,No,No,No,No,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006343,PR-40006486,"Little Kindy Yass","Little Kindy Pty Ltd","Centre-Based Care","13 Crago Street",YASS,NSW,2582,0262261023,,,76,23/08/2009,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Mar 2023","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Sep 2017",02/10/2024,"September 2025",Yes,No,No,Yes,Yes,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006344,PR-00001129,"Goodstart Early Learning Young","Goodstart Early Learning Ltd","Centre-Based Care","260 Boorowa Street",YOUNG,NSW,2594,"02 6382 4944",,,76,23/01/2009,"Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Aug 2021","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jun 2016",,"May 2025",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006346,PR-40001668,"A2Z Learning Centre","A2Z Learning Centre Pty Ltd","Centre-Based Care","26 Dakota Drive","BOSSLEY PARK",NSW,2176,"02 9823 3318","02 9823 2259",,32,22/12/2008,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Mar 2024","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2021",01/04/2014,"February 2025",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006347,PR-40019718,"Little Lion Castle Hill","LITTLE LIONS EDUCATION PTY LTD","Centre-Based Care","35 Walsh Avenue","CASTLE HILL",NSW,2154,0430303190,,,94,12/09/2008,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","May 2023","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Apr 2017",26/08/2025,"February 2025",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006349,PR-00005292,"Abbotsford Long Day Care Centre","Abbotsford Long Day Care Centre Inc","Centre-Based Care","348 Great North Road",ABBOTSFORD,NSW,2046,0297138161,0297132568,,55,17/10/2008,"Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","May 2025","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Dec 2019",,"April 2025",Yes,No,No,No,No,No,No,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006350,PR-00004805,"Abbotsleigh Early Learning Centre","The Council of Abbotsleigh","Centre-Based Care","22-26 Woonona Ave",WAHROONGA,NSW,2076,"02 9473 7950","02 9483 9950",,70,06/04/2010,"Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Dec 2023","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Nov 2018",,"February 2025",Yes,Yes,No,No,No,No,No,07:30,18:30,07:30,18:30,07:30,18:30,07:30,18:30,07:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006351,PR-00005531,"ABC Day Care Pre-School","Ngoc Lan Trinh","Centre-Based Care","335 Cabramatta Road",CABRAMATTA,NSW,2166,"02 9821 3099","02 9821 3099",,26,14/03/2009,"Working Towards NQS","Working Towards NQS","Working Towards NQS","Working Towards NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Jun 2024","Working Towards NQS","Working Towards NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Apr 2021",,"October 2025",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,08:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006353,PR-00003663,"Aberdare Pre-School","Aberdare Pre School Inc","Centre-Based Care","58 Cessnock Street",ABERDARE,NSW,2325,0249904328,0249901328,,35,03/03/2009,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jun 2021","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Nov 2016",,"September 2025",No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006354,PR-00004998,"Aberdeen Preschool","Aberdeen Pre-School Association Inc","Centre-Based Care","34 Bedford Street",ABERDEEN,NSW,2336,"02 6543 7172","02 6543 7095",,29,29/06/2007,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Mar 2024","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Dec 2018",,"March 2025",No,No,Yes,No,No,No,No,09:15,15:15,09:15,15:15,09:15,15:15,09:15,15:15,09:15,15:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006357,PR-00004128,"ACDMA Childcare & Preschool","Australian Chinese & Descendants Mutual Association Incorporated","Centre-Based Care","6-8 Phelps Street","CANLEY VALE",NSW,2166,"02 9725 7690","02 9755 9559",,36,29/12/2007,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2021","Working Towards NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","May 2018",,"April 2025",Yes,No,No,No,No,No,No,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006358,PR-00000823,"Guardian Childcare & Education Marsfield","Guardian Community Early Learning Centres Pty Ltd","Centre-Based Care","146 Vimiera Road",EASTWOOD,NSW,2122,0298697100,,,78,06/06/2009,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Nov 2024","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Mar 2019",14/10/2016,"April 2025",Yes,No,No,No,No,No,No,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006361,PR-00000898,"North Ryde Early Learning Centre","G8 Education Limited","Centre-Based Care","12-24 Talavera Road","NORTH RYDE",NSW,2113,0298892643,,,74,12/05/2009,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Mar 2021","Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","May 2018",07/02/2014,"January 2025",Yes,No,No,No,No,No,No,07:00,18:30,07:00,18:30,07:00,18:30,07:00,18:30,07:00,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006363,PR-00000823,"Guardian Childcare & Education Pymble","Guardian Community Early Learning Centres Pty Ltd","Centre-Based Care","Building 2, 20 Bridge Street",PYMBLE,NSW,2073,0283212250,,,98,22/09/2006,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jan 2020","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Sep 2015",14/10/2016,"August 2025",Yes,No,No,No,No,No,No,07:00,18:30,07:00,18:30,07:00,18:30,07:00,18:30,07:00,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006364,PR-00000823,"Guardian Childcare & Education Roseville","Guardian Community Early Learning Centres Pty Ltd","Centre-Based Care","81 Clanville Road",ROSEVILLE,NSW,2069,0294158399,,,90,04/06/2007,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","May 2024","Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Apr 2018",14/10/2016,"September 2025",Yes,No,No,No,No,No,No,07:30,18:30,07:30,18:30,07:30,18:30,07:30,18:30,07:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006365,PR-00000823,"Guardian Childcare & Education Macquarie Park","Guardian Community Early Learning Centres Pty Ltd","Centre-Based Care","40-52 Talavera Road","NORTH RYDE",NSW,2113,0298892027,,,81,25/06/2008,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jun 2023","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Sep 2017",14/10/2016,"June 2025",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006366,PR-00005466,"Active Kids - Mascot","Active Kids Pre School Centre of Excellence Pty Ltd","Centre-Based Care","18-26 Church Avenue",MASCOT,NSW,2020,0283623000,,,67,14/02/2007,"Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2025","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jul 2019",,"August 2025",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006367,PR-00005466,"Active Kids @ World Square","Active Kids Pre School Centre of Excellence Pty Ltd","Centre-Based Care","Level 11 650 George Street",SYDNEY,NSW,2000,0283623000,,,112,06/03/2009,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Feb 2023","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jul 2017",,"April 2025",Yes,No,No,No,No,No,No,07:00,07:00,07:00,07:00,07:00,07:00,07:00,07:00,07:00,07:00,07:00,19:00,07:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006369,PR-00005466,"Active Kids Centres of Excellence","Active Kids Pre School Centre of Excellence Pty Ltd","Centre-Based Care","Active Kids Pre School, 64 Penshurst Road",NARWEE,NSW,2209,"0283623000 or 0295849513",,,54,21/10/2008,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2024","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Mar 2019",,"November 2024",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006370,PR-00005466,"Active Kids Narwee (2)","Active Kids Pre School Centre of Excellence Pty Ltd","Centre-Based Care","85 Penshurst Road",NARWEE,NSW,2209,0283623000,,,49,21/07/2009,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Oct 2022","Exceeding NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Oct 2017",,"September 2024",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006371,PR-00005466,"Active Kids Pre school - Ermington","Active Kids Pre School Centre of Excellence Pty Ltd","Centre-Based Care","382 Kissing Point Road",ERMINGTON,NSW,2115,0298585703,,,71,18/10/2008,"Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Nov 2022","Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","May 2017",,"July 2025",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006372,PR-40000047,"Oak Tree Early Learning Centre - Sylvania","Oak Tree Early Learning Centres Pty Ltd","Centre-Based Care","Active Kids Pre School, 100 Holt Road",SYLVANIA,NSW,2224,0295446269,,,35,09/05/2007,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2021","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Apr 2018",26/10/2012,"February 2025",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006373,PR-00005466,"Active Kids Pre School Centre of Excellence","Active Kids Pre School Centre of Excellence Pty Ltd","Centre-Based Care","38-40 Hornsey Road",HOMEBUSH,NSW,2140,0283623000,,,116,03/05/2009,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2020","Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Mar 2019",,"May 2025",Yes,No,No,Yes,Yes,Yes,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00006374,PR-00005466,"Active Kids Pre School Centre of Excellence Pty Ltd (Newtown)","Active Kids Pre School Centre of Excellence Pty Ltd","Centre-Based Care","157 Bedford Street",NEWTOWN,NSW,2042,0283623000,,,38,09/06/2008,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Dec 2022","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Jun 2017",,"August 2025",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
